titulo,fecha,cuerpo,url,categoria
Minsal anunció inyección de $73 mil millones en recursos para avanzar en listas de espera,2025-08-30T19:19:00,"Serán un total de 181 mil las prestaciones de diverso tipo que se podrán avanzar con la adición de recursos que informó este sábado la ministra Aguilera. Desde el Hospital San Juan de Dios la ministra de Salud, Ximena Aguilera, daba a conocer lo que significará la inyección de recursos por más de $73 mil millones para avanzar en la reducción de las listas de espera. “En la negociación presupuestaria el año pasado negociamos recursos adicionales para las listas de espera”, dijo la secretaria de Estado. “73 mil millones de pesos para ocuparlos una vez que se aprobara la ley de licencias médicas grandes emisores. Eso ocurrió en mayo. Logramos con la Dirección de Presupuesto cumplir con los requisitos que nos habían pedido para justamente hacer la autorización de los recursos y la primera transferencia”. El subsecretario de Redes Asistenciales, Bernardo Martorell, explicó a CNN Chile que con esto disminuirían los tiempos de espera y por lo tanto también la cantidad de gente enlistada para recibir atención médica. “Son aproximadamente 2 millones y medio de personas en listas de espera y estos recursos van a permitir realizar 181 mil prestaciones adicionales a las planificadas regularmente, en horarios extendidos, días fin de semana como hoy. Y nos van a permitir ir resolviendo temas quirúrgicos, temas de oncología, quimioterapia, radioterapia también, y prestaciones de consultas de especialistas que es bien importante cuando los pacientes son derivados de la atención primaria”, afirmó Martorell. La ministra de Salud, Ximena Aguilera, junto al Subse de Redes Asistenciales, Bernardo Martorell, anuncian en el Hospital San Juan de Dios nuevos recursos por $ 73.000 millones para Reducción de los tiempos de Espera pic.twitter.com/dbXExIvTxJ — Ministerio de Salud (@ministeriosalud) August 30, 2025 Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/pais/minsal-anuncio-inyeccion-de-73-mil-millones-en-recursos-para-avanzar-en-listas-de-espera_20250830/,pais
Helicóptero privado se estrella en Osorno mientras realizaba maniobras: Incidente no dejó heridos,2025-08-30T18:33:00,"La aeronave, pilotada por una mujer adulta y con un hombre como acompañante, perdió estabilidad y cayó sobre un área de pasto cercana a la pista. Este sábado, un helicóptero privado se precipitó a tierra mientras intentaba aterrizar en el aeródromo Cañal Bajo, ubicado en la ciudad de Osorno , Región de Los Lagos. La aeronave realizaba maniobras de aproximación en el sector del Club Aéreo cuando, por razones que aún se investigan, perdió estabilidad y cayó sobre una zona de pasto contigua a la plataforma de aterrizaje, consignó La Tercera . De acuerdo con información preliminar, a bordo viajaban una mujer —quien iba al mando de la nave— y un hombre adulto como acompañante. Ambos fueron evaluados y se confirmó que no sufrieron lesiones . Tras el accidente, regresaron a sus respectivos domicilios. En tanto, la Dirección General de Aeronáutica Civil (DGAC) envió a un investigador especializado en accidentes aéreos al lugar. Personal de Carabineros también se trasladó hasta el domicilio de los ocupantes del helicóptero con el fin de tomar declaración y colaborar con las diligencias que encabeza el Ministerio Público. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/pais/helicoptero-privado-se-estrella-en-osorno-mientras-realizaba-maniobras-incidente-no-dejo-heridos_20250830/,pais
“¡Bienvenido al eterno campeón!”: Fernando Ortiz es confirmado como nuevo técnico de Colo Colo,2025-08-30T17:20:00,"La decisión se tomó tras una reunión extraordinaria del directorio, marcando el inicio de una nueva etapa en el club más laureado del fútbol chileno. El directorio de Blanco y Negro confirmó este sábado, de manera unánime, al argentino Fernando Ortiz como el nuevo director técnico de Colo Colo . La decisión se tomó tras una reunión extraordinaria del directorio, marcando el inicio de una nueva etapa en el club más laureado del fútbol chileno. Ortiz, exentrenador de equipos en la Liga MX y con un pasado destacado como jugador en clubes argentinos como Boca Juniors, asumirá el desafío de conducir al equipo en la recta final del campeonato nacional y en las competiciones internacionales en las que participa el “Cacique”. El club difundió un mensaje de bienvenida a través de sus redes sociales, destacando la experiencia del estratega trasandino y la expectativa de que pueda liderar al plantel hacia nuevos éxitos deportivos. Con la llegada de Ortiz, Colo Colo busca recuperar estabilidad y consolidar su rendimiento tras la salida de Jorge Almirón, en un momento clave de la temporada. ¡Bienvenido Fernando Ortiz al Eterno Campeón! ⚪⚫🤟🏼 Tras la reunión de hoy sábado, por unanimidad el directorio de B&N confirma al argentino Fernando Ortiz como el nuevo entrenador del Cacique. #VamosColoColo • #Centenar100 pic.twitter.com/cj1PwG3PvH — Colo-Colo (@ColoColo) August 30, 2025 Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/deportes/bienvenido-al-eterno-campeon-fernando-ortiz-es-confirmado-como-nuevo-tecnico-de-colo-colo_20250830/,deportes
Coquimbo Unido mantiene el liderato y amplía su ventaja en el Campeonato Nacional tras vencer a Huachipato,2025-08-30T17:00:00,"El conjunto aurinegro se impuso con un gol de Cecilio Waterman en Talcahuano y alcanzó los 53 puntos, manteniendo una amplia ventaja sobre Palestino y la U en la lucha por el campeonato. Coquimbo Unido sigue firme en la cima del Campeonato Nacional 2025. Este sábado, los “Piratas” derrotaron por 1-0 a Huachipato en el estadio CAP de Talcahuano , sumando una nueva victoria que los consolida como líderes exclusivos del torneo cuando restan solo ocho fechas para el cierre de la temporada. El único gol del compromiso llegó en los primeros minutos, gracias a una gran acción individual de Cecilio Waterman , quien desbordó por la banda izquierda, ingresó al área y definió con un potente remate de zurda para sentenciar el marcador. Con este resultado, el equipo dirigido por Esteban González alcanzó 53 puntos , manteniendo una ventaja importante sobre sus más cercanos perseguidores: Palestino, con 39 unidades , y Universidad de Chile, con 38 . Ahora, Coquimbo Unido recibirá a Ñublense el próximo viernes 12 de septiembre , a las 18:00 horas, en el estadio Francisco Sánchez Rumoroso, donde buscará seguir extendiendo su racha triunfal y acercarse cada vez más al sueño del título. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/deportes/coquimbo-unido-liderato-amplia-ventaja-campeonato-nacional_20250830/,deportes
Tribunal Supremo de Brasil endurece control sobre Jair Bolsonaro de cara al juicio en su contra por intento de golpe de Estado,2025-08-30T16:39:00,"El expresidente, bajo arresto domiciliario y con tobillera electrónica, enfrenta acusaciones que podrían significarle hasta 40 años de cárcel por supuestamente encabezar una trama golpista tras su derrota electoral en 2022. (EFE) – El Tribunal Supremo de Brasil ordenó este sábado endurecer la vigilancia policial de la residencia del expresidente Jair Bolsonaro para evitar una fuga , en vísperas del inicio de la fase final del juicio por intento de golpe de Estado . El magistrado Alexandre de Moraes, instructor del caso, determinó que los agentes de la Policía Penal de Brasilia registren todos los vehículos que salen de la residencia del exmandatario en la capital y que le informen sobre los conductores y los pasajeros de los mismos. Además, ordenó el monitoreo del área externa de la residencia , donde el expresidente (2019-2022) cumple prisión preventiva desde inicios de agosto. Según afirmó el magistrado en el auto, estas nuevas medidas concilian “la privacidad” de los otros ocupantes de la casa , donde Bolsonaro vive con su esposa y su hija, con la “necesaria garantía de la ley penal” para impedir “cualquier posibilidad de fuga” De Moraes, en línea con la opinión de la Fiscalía, evitó ordenar la vigilancia de los movimientos del expresidente dentro de la casa , como había sido sugerido por la Policía Federal. Un grupo de agentes ya hacía un seguimiento continúo de los alrededores de la residencia, pero el inicio de la fase final del proceso previsto para este martes llevó al magistrado a endurecer las medidas. Además de estar recluido en su domicilio, el exmandatario lleva una tobillera electrónica y le está prohibido usar redes sociales , como parte de las medidas cautelares que le fueron impuestas. Bolsonaro está siendo juzgado por supuestamente liderar una trama que buscaba anular los resultados de los comicios de 2022, en los que fue derrotado por el actual mandatario Luiz Inácio Lula da Silva, e incitar los ataques a las sedes de la Presidencia, el Congreso y el Tribunal Supremo del 8 de enero de 2023. Los cinco crímenes de los que se les acusa a él y a otros altos cargos militares y políticos de su Gobierno pueden acarrear una pena de prisión que ronda los 40 años. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/tribunal-supremo-brasil-endurece-control-jair-bolsonaro-juicio-intento-golpe-estado_20250830/,mundo
Matthei afirma que “al principio” de un gobierno suyo dispondría de “ayuda” de las FFAA en resguardo fronterizo,2025-08-30T16:14:00,"La candidata presidencial afirmó que ante la falta de policías ""vamos a tener que tener la ayuda"" de las Fuerzas Armadas en las labores de resguardo de frontera. Por otro lado, comentó que el Sence ""no sirve para nada"", a propósito de un estudio que realizaron cuando estuvo a cargo del Ministerio del Trabajo. La candidata presidencial Evelyn Matthei concluyó su gira por el extremo sur del país, pasando Torres del Paine, Puerto Natales y Punta Arenas. Allí la abanderada de Chile Vamos, Amarillos y Demócratas conversó con El Pingüino sobre lo que propone si llega a La Moneda. Abordando distintas problemáticas de Magallanes en general, Matthei fue consultada sobre el resguardo de la frontera chilena, adelantando que ante la falta de policías sumaría a las Fuerzas Armadas a dichas labores. “Al principio vamos a tener que tener ayuda de las Fuerzas Armadas. Nos faltan 35 mil carabineros, nos falta gente de la PDI (...) Por lo tanto, al principio tenemos que involucrar a las Fuerzas Armadas en el cuidado de las fronteras”, aseguró. También se le preguntó a la exalcaldesa sobre cómo impulsar medidas como esa sin mayorías parlamentarias, la candidata recordó los años a cargo del municipio de Providencia, ser exministra y haber sido parlamentaria y también destacó que sus equipos conocen de gestión pública, mencionando al bloque que la respalda. “Imagínate lo que fue reconstruir Chile tras el terremoto. Armar toda esa red de tratamiento y prevención del covid. O sea, tenemos gente muy buena. Y eso significa que vamos a hacer un gobierno muy práctico, nada de ideologías acá”, adelantó Matthei. En ese sentido, mencionó el debate actual sobre la reforma de pensiones y la medida que propone José Antonio Kast para modificar lo que se conoce como el “préstamo al Estado”, correspondiente a 1,5 puntos porcentuales de la cotización, criticando que luego de lo que demoró “un extremo lo quiere desarmar y el otro extremo lo quiere desarmar”. “Vamos arreglando los problemas que nos queden y no desarmemos los que ya arreglamos”, añadió. Recordando lo que fue su paso por el Ministerio del Trabajo y Previsión Social entre 2011 y 2013, Matthei compartió que en una ocasión realizaron un estudio para determinar “cuánto servía” el Servicio Nacional de Capacitación y Empleo (Sence): “No sirve para nada. Expertos de todos los sectores políticos miraron si a lostrabajadores les iba mejor después de un curso Sence o no. No les va nada mejor”. Tras ello, propuso reutilizar el dinero destinado al Sence hoy para hacer, por ejemplo, más liceos técnicos o por ejemplo generar becas para técnicos profesionales para viajar al extranjero. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/pais/evelyn-matthei-resguardo-fronterizo-ejercito-fuerzas-armadas_20250830/,pais
PSY bajo la lupa en Corea del Sur: Investigan al cantante de “Gangnam Style” por posible obtención ilegal de fármacos,2025-08-30T16:08:00,"Las autoridades sospechan que el artista habría accedido a fármacos como Xanax y Stilnox sin consulta médica presencial, lo que contraviene la normativa sanitaria surcoreana. El célebre cantante PSY , conocido por “Gangnam Style”, está siendo investigado por las autoridades policiales por una posible adquisición irregular de medicamentos altamente controlados en Corea del Sur. Según el medio local Korea Herald , investigadores de la comisaría de Seodaemun, en Seúl, indagan al artista de 48 años y a un médico universitario por una supuesta violación a la Ley de Servicios Médicos . En concreto, los efectivos sospechan que PSY habría accedido a fármacos como Xanax y Stilnox sin haber pasado por el procedimiento médico obligatorio. La denuncia apunta a que las prescripciones se habrían emitido entre 2022 y fechas recientes, sin que el artista acudiera personalmente a una consulta. En cambio, las medicinas fueron retiradas por su representante o intermediarios —a lo que la legislación surcoreana se opone expresamente. El médico involucrado se ha defendido, alegando que las recetas se respaldaron en consultas médicas remotas válidas. Mientras tanto, P Nation, la agencia que representa al artista, admitió que hubo un error en permitir que terceros recogieran los medicamentos, aunque negó que existiera una solicitud directa de fármacos para uso oficial o comercial . Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/psy-corea-del-sur-investigan-cantante-gangnam-style-posible-obtencion-ilegal-farmacos_20250830/,mundo
Venezuela advierte a Estados Unidos que será su “peor pesadilla” si intenta una agresión en el Caribe,2025-08-30T16:03:00,"La vicepresidenta venezolana acusó a Washington de planear el envío de un crucero lanzamisiles y un submarino nuclear al Caribe, al tiempo que advirtió que el país será la “peor pesadilla” de Estados Unidos si intenta agredirlo. (EFE) — La vicepresidenta ejecutiva de Venezuela, Delcy Rodríguez , exhortó este sábado a Estados Unidos a alejarse del territorio y de las costas de su país y a ocuparse de los “terribles problemas” que, dijo, sufre el país norteamericano, a cuyo Gobierno el chavismo acusa de desplegar “buques de guerra” en el mar Caribe como parte de sus “acciones hostiles”. “Resuelvan sus problemas y aléjense de las costas de Venezuela, aléjense del territorio de Venezuela” , expresó durante la última jornada de la segunda etapa del alistamiento de milicianos que comenzó el viernes, convocada por el mandatario Nicolás Maduro en respuesta a las “amenazas” de Estados Unidos. El Gobierno venezolano, a través de su misión permanente ante la ONU, alertó el martes de que EE.UU. planea enviar “un crucero lanzamisiles” y “un submarino nuclear de ataque rápido” a las costas venezolanas la próxima semana. Maduro pidió al secretario general de la ONU, António Guterres , interceder para que el Gobierno de EE.UU. cese sus “acciones hostiles” . Rodríguez volvió a advertir este sábado que Venezuela será la “peor pesadilla” de EE.UU. y que “las peores calamidades del pueblo estadounidense están por venir si ellos se atreven a agredir” a la nación suramericana. “Lo deben tener muy claro, (Estados Unidos) es un país que, producto de un sistema imperialista, depredador de la naturaleza, de un sistema expansionista, que nos concibe al resto de los países como sus colonias, sufre y padece terribles problemas al día de hoy, problemas sociales, económicos, políticos. Es un sistema en crisis”, señaló la funcionaria. Entretanto, la también ministra de Hidrocarburos aseguró que el pueblo venezolano se prepara para “defender cada milímetro” de su territorio ante la intención que, aseguró, tiene Washington de “agredir” al país caribeño para “apoderarse” de sus “inmensas riquezas energéticas” . Además, rechazó los señalamientos por parte de EE.UU. de que Venezuela se haya supuestamente convertido en un Estado narcoterrorista, lo que la vicepresidenta calificó como “una de las peores farsas y patrañas”. “Son unos tremendos farsantes e inmorales al pretender acusar al noble pueblo de (Simón) Bolívar, de (Hugo) Chávez, de narcotraficante. Venezuela, ustedes lo saben, es un pueblo de paz, es un pueblo de esperanza, no solo para nuestro país, sino también para los pueblos del mundo”, dijo Rodríguez desde el estado Carabobo (norte), donde pidió que “no se quede nadie sin alistarse” en la Milicia. Este proceso de alistamiento forma parte del denominado ‘ Plan Nacional de Soberanía y Paz ‘, activado tras el planteamiento de EE.UU. de un despliegue de buques cerca de Venezuela en el marco de sus acciones contra el narcotráfico. Washington, que duplicó recientemente a 50 millones de dólares la recompensa por información que lleve a la captura de Maduro, acusa al líder chavista de “violar las leyes de Estados Unidos sobre narcóticos”. Venezuela también lleva a cabo, según las autoridades, un despliegue de buques de “mayor porte” en sus aguas territoriales en el Caribe para combatir el tráfico de sustancias, así como de 15.000 efectivos en Zulia y Táchira, fronterizos con Colombia , para asegurar la paz en el territorio y combatir grupos delictivos. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/venezuela-advierte-a-estados-unidos-que-sera-su-peor-pesadilla-si-intenta-una-agresion-en-el-caribe_20250830/,mundo
Corte de Apelaciones de EE.UU. frena temporalmente intento de eliminar el TPS para 600.000 venezolanos,2025-08-30T15:50:00,"Aunque el fallo no restaura inmediatamente las protecciones, permite la continuación del proceso que podría devolver el amparo migratorio a miles de familias. (EFE) – El Tribunal del Noveno Circuito de Apelaciones de Estados Unidos ratificó este viernes el fallo de un juez federal que concluyó que el fin del Estatus de Protección Temporal (TPS, en inglés) para aproximadamente 600.000 venezolanos es ilegal , y sostuvo que el magistrado tiene autoridad para decidir el caso , en contra de los alegatos de la Casa Blanca. El panel de tres jueces de apelación respaldó de forma unánime al juez Edward Chen del Tribunal de Distrito Norte de California, que examina una d emanda entablada por la Alianza Nacional TPS y siete inmigrantes venezolanos afectados por la cancelación del amparo ordenada por el Departamento de Seguridad Nacional (DHS) en febrero pasado. El fallo del Noveno Circuito reconoció además que los venezolanos afectados por la cancelación del TPS enfrentan graves perjuicios como la pérdida de empleo , la separación familiar, la detención y la deportación, según explicó en un comunicado la Unión Estadounidense de Libertades Civiles (ACLU), que representa a los demandantes. La querella legal busca proteger a dos grupos de venezolanos amparados por el TPS otorgado por el expresidente Joe Biden (2021-2025), los de 2021, unos 250.000, y los beneficiarios de la extensión de 2023, unos 350.000. El juez Chen bloqueó en abril pasado de forma temporal el intento del Gobierno federal de despojar a los venezolanos del TPS mientras el caso avanzaba, esa orden protegía a los 350.000 venezolanos beneficiados desde 2023, quienes iban a perder su autorización de trabajo y sus protecciones contra la deportación ese mismo mes. Pero el Gobierno del presidente estadounidense, Donald Trump, apeló dicha decisión y obtuvo una victoria en la Corte Suprema, que le permitió terminarle el alivio a los venezolanos que se beneficiaron del TPS en 2023 hasta que Chen entregue una decisión final. La Casa Blanca ha argumentado que tiene el poder de poner fin al beneficio y que la decisión de Chen no debería tener un alcance nacional. El fallo del Noveno Circuito de Apelaciones, por sí solo, no protege a los beneficiarios venezolanos del TPS, debido a la orden del máximo tribunal estadounidense. Sin embargo, sí significa que Chen ahora tiene la libertad de emitir su decisión sobre la medida final. “Afortunadamente, el fallo de hoy demuestra que la Administración Trump no está por encima de la ley”, declaró en un comunicado Freddy Arape, beneficiario del TPS y uno de los demandantes. Por su parte, Jessica Bansal, abogada de la Red Nacional de Jornaleros (NDLON), que hace parte de la Alianza, dijo que los demandantes esperan que la decisión de hoy “allane el camino para una rápida decisión final del tribunal de distrito que pueda restaurar las protecciones necesarias”. Los demandantes están representados por NDLON, las fundaciones de la ACLU del Norte y del Sur de California, el Centro para el Derecho y la Política de Inmigración (CILP) de la Universidad de California, Los Ángeles (UCLA) y la Alianza Puente Haitiana. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/corte-apelaciones-ee-uu-frena-temporalmente-intento-eliminar-tps-600-000-venezolanos_20250830/,mundo
¿Quién es Fernando Ortiz? El perfil del técnico argentino que suena en Colo Colo,2025-08-30T15:33:00,"El exdefensor argentino, con pasado en Boca Juniors y experiencia dirigiendo en la Liga MX, aparece entre las principales alternativas que analiza Blanco y Negro para la banca alba, aunque su arribo aún no está confirmado. El nombre de Fernando Ortiz ha comenzado a tomar fuerza en los últimos días en el entorno de Colo Colo , luego de que la dirigencia de Blanco y Negro analizara distintas alternativas para la banca tras la salida de Jorge Almirón . Aunque aún no existe confirmación oficial , el entrenador argentino se posiciona como una de las cartas con mayores opciones. Ortiz, de 47 años, inició su carrera en los banquillos en el fútbol paraguayo, donde dirigió a Sol de América y Sportivo Luqueño sin mayores éxitos. Su gran salto lo dio en México, primero con el América, con el que alcanzó un 66% de rendimiento, y posteriormente en Rayados de Monterrey , donde firmó campañas aceptables tanto en la Liga MX como en torneos de Concacaf. Sin embargo, su última experiencia en Santos Laguna fue más compleja: presentó la renuncia tras una temporada adversa en la que el equipo terminó colista, con apenas 2 triunfos en 17 partidos, logrando un 13% de rendimiento. Como futbolista, en cambio, Ortiz vivió una carrera más laureada. Defendió a Boca Juniors, Estudiantes de La Plata y Vélez Sarsfield, conquistando títulos locales en Argentina, además de una Liga MX con Santos Laguna. Pese a no haber levantado trofeos como entrenador, su conocimiento del medio mexicano y sus credenciales como exjugador de peso lo han llevado a ser considerado en distintas oportunidades para equipos importantes de la región. En medio de un complicado presente deportivo para Colo Colo, su nombre se instala como una opción que divide opiniones : para algunos, una apuesta arriesgada; para otros, un perfil con carácter y experiencia internacional que podría dar un giro al rumbo albo. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/deportes/quien-es-fernando-ortiz-el-perfil-del-tecnico-argentino-que-suena-en-colo-colo_20250830/,deportes
“Pisotean la dignidad de las mujeres”: Primera ministra de Italia condena sitio porno con imágenes manipuladas de ella,2025-08-30T15:25:00,"Meloni denunció la misoginia detrás de estas prácticas y subrayó que no se trata solo de casos aislados, sino de una tendencia preocupante que requiere respuesta institucional. El escándalo también alcanzó a su hermana Arianna Meloni y a otras políticas y celebridades. (CNN) – La primera ministra de Italia, Georgia Meloni, expresó su indignación por un sitio pornográfico que supuestamente presenta imágenes manipuladas de ella y otras mujeres de alto perfil , junto con subtítulos y comentarios sexistas y ofensivos. El foro, conocido como Phica (nombre derivado del término coloquial “figa” para la palabra “vagina” en italiano), fue clausurado por sus propios administradores el pasado jueves , tras una reacción generalizada. El sitio, que contaba con cientos de miles de suscriptores en el momento de su cierre, culpó a los usuarios por incumplir sus normas. Los suscriptores del foro para adultos supuestamente recolectaron imágenes de mujeres de sitios web de redes sociales o fuentes públicas , antes de manipularlas y publicarlas junto con descripciones misóginas. Además de Georgia Meloni, el sitio supuestamente también presentó imágenes de su hermana Arianna, quien es una destacada política del partido Hermanos de Italia, así como otras celebridades y políticos italianos. “ Estoy indignada por lo sucedido y quiero hacer llegar mi solidaridad y apoyo a todas las mujeres que han sido ofendidas , insultadas y violadas en su intimidad por los gestores de este foro y sus usuarios”, declaró Meloni al diario italiano Corriere della Sera. Añadió: “Es desalentador constatar que en 2025 todavía hay quienes consideran normal y legítimo pisotear la dignidad de una mujer y atacarla con insultos sexistas y vulgares , escudándose en el anonimato detrás de teclado”. En un aparente guiño a las leyes actuales de Italia sobre la pornografía vengativa , Meloni dijo que se ha vuelto evidente que “ esto ya no sucede solo por ‘venganza’ y que proteger nuestros datos y nuestra privacidad es cada vez más crucial en nuestros tiempos”. Italia tiene una ley de “pornografía de venganza”, aprobada en 2019, que castiga con hasta seis años de prisión la “difusión ilegal de imágenes sexualmente explícitas” . Su hermana Arianna, hablando también con Corriere della Sera, culpó a lo que describió como un “mal hábito de una sociedad de clics, donde nos entrometemos en la vida privada, ofendemos, miramos por el ojo de la cerradura, arruinamos vidas y menospreciamos las cosas reales e importantes que las mujeres logran y conquistan con su trabajo día tras día”. En su momento, la abogada de Meloni, Maria Giulia Marongiu, dijo a los medios de prensa italianos que la primera ministra esperaba dar ejemplo a otras víctimas de pornografía vengativa y pornografía deepfake para que denunciaran a quienes las difaman. Además de Georgia Meloni, el sitio supuestamente también presentó imágenes de su hermana Arianna, en la foto, quien es una destacada política dentro del partido Hermanos de Italia. Simona Granati/Corbis/Getty Images. La primera ministra Meloni, que se separó de su pareja de muchos años en 2023 después de que este fuera descubierto haciendo comentarios sexistas , se ha expresado anteriormente sobre problemas de las mujeres, incluida la pornografía deepfake y la violencia doméstica . En 2024, Meloni demandó a un padre y a su hijo acusados de crear un video deepfake de ella. Ha exigido una indemnización de US$ 108.200 en un juicio civil y se ha comprometido a donar cualquier ganancia económica a un fondo estatal de ayuda a mujeres víctimas de violencia. Ambos hombres se han declarado inocentes. La próxima audiencia está programada para septiembre. Los deepfakes son contenidos creado y alterado digitalmente que puede reproducir la imagen exacta de una persona real . Por otro lado, las imágenes manipuladas pueden incluir algunos elementos originales, pero han sido editadas para distorsionar la realidad. El escándalo Phica ha reavivado el debate feminista en Italia y se produce una semana después de que una página italiana de Facebook donde miles de hombres publicaban imágenes íntimas de sus parejas femeninas, hermanas y mujeres desconocidas, muchas de ellas sin su consentimiento, fuera cerrada tras la indignación pública y múltiples quejas a la policía. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/primera-ministra-de-italia-condena-sitio-porno-con-imagenes-manipuladas-de-ella_20250830/,mundo
Hallan en Argentina un cuadro robado por los nazis hace 80 años: Se encuentra en la casa de la hija de un exfuncionario alemán,2025-08-30T15:05:00,"La obra robada se trata del ""Retrato de una Dama"", obra del pintor italiano Giuseppe Ghislandi, que pertenecía al comerciante judío Jacques Goudstikker y desapareció tras el saqueo de su galería en Ámsterdam por altos mandos del Tercer Reich. (EFE) – Un cuadro robado por los nazis en Ámsterdam durante la Segunda Guerra Mundial y desaparecido durante décadas ha sido l ocalizado en una vivienda en Argentina , colgado sobre el sofá del salón de una de las hijas de un exfuncionario naz i, según reveló este lunes el diario neerlandés AD , que localizó el retrato desaparecido desde los años cuarenta . La obra, Retrato de una dama, del pintor italiano Giuseppe Ghislandi (1655-1743), formaba parte de la prestigiosa colección del comerciante judío Jacques Goudstikker , que murió en 1940 cuando huía de los nazis. Su galería en Ámsterdam, con más de 1.100 piezas -incluidos Rembrandt y Vermeer-, fue liquidada a precios de saldo entre altos cargos del Tercer Reich , entre ellos el mariscal Hermann Göring. El cuadro terminó en manos de Friedrich Kadgien, un funcionario nazi cercano a Göring y miembro de la SS, que huyó primero a Suiza y después a Sudamérica , donde se estableció en Argentina y falleció en 1978 en Buenos Aires. Documentos de la época señalan que acumuló diamantes y obras de arte procedentes de extorsiones en Ámsterdam. El diario AD intentó durante años contactar con las hijas de Kadgien, que siempre evitaron responder sobre el pasado de su padre. Finalmente, localizaron la obra cuando una de las hijas puso su casa a la venta en una inmobiliaria argentina , y las fotos del interior mostraban el cuadro colgado en el salón. El diario neerlandés ha podido confirmar que la pintura sigue en la vivienda en cuestión . Expertos de la Agencia neerlandesa del Patrimonio Cultural (RCE) subrayan que “ no hay razón para pensar que sea una copia, las medidas coinciden con la información disponible ” en sus archivos sobre esta obra, desaparecida desde 1946, y señalaron que solo un examen del reverso podría dar la confirmación definitiva mediante marcas o etiquetas originales de la pintura. Los herederos de Goudstikker, que ya recuperaron 202 piezas en 2006 tras un largo litigio con el Estado neerlandés , anunciaron que reclamarán el cuadro, un retrato de la condesa italiana Colleoni. “Mi búsqueda de las obras de mi suegro comenzó a finales de los noventa y no la he abandonado hasta hoy. El objetivo de mi familia es recuperar cada pieza robada de la colección y restaurar su legado”, afirmó Marei von Saher, de 81 años. El caso podría convertirse en un proceso legal prolongado si las actuales propietarias se niegan a entregarlo , advirtió la RCE. “Puede ser una historia complicada”, subrayan los herederos, que notificaron ya formalmente su reclamación tras la publicación de la noticia por AD. Además, los investigadores del RCE localizaron en redes sociales de las hijas de Kadgien otra pintura que también figura como desaparecida : un bodegón floral del neerlandés Abraham Mignon, aunque su origen exacto aún está bajo estudio. Con panoramas que abarcarán recintos que van desde el Estadio Nacional y Movistar Arena hasta el GAM y Matucana 100, la capital reunirá actividades musicales, teatrales y familiares durante septiembre 2025.",https://www.cnnchile.com/mundo/hallan-argentina-cuadro-robado-nazis-hace-80-anos-casa-hija-exfuncionario-aleman_20250830/,mundo
